Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobLevel,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_2,Education_3,Education_4,Education_5,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,JobSatisfaction_2,JobSatisfaction_3,JobSatisfaction_4,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,WorkLifeBalance_2,WorkLifeBalance_3,WorkLifeBalance_4,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
25.0,1280,7,1,64,2,1,2889.0,26704.24,1,11,80,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22.0,534,15,1,59,3,1,2871.0,23785.0,1,15,80,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51.0,1456,1,1,30,2,3,7484.0,25796.0,3,20,80,23,1,13,12,12,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,658,7,1,66,1,2,6074.0,22887.0,1,24,80,9,3,9,7,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
54.0,142,26,1,30,4,4,17328.0,13871.0,2,12,80,23,3,5,3,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
24.0,1127,18,1,52,3,1,2774.0,13257.0,0,12,80,6,2,5,3,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34.0,1031,6,1,45,2,2,4505.0,15000.0,6,15,80,12,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.0,1189,3,1,87,3,3,7428.0,14506.0,2,12,80,12,3,5,3,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34.0,1354,5,1,45,2,3,11631.0,5615.0,2,12,80,14,6,11,10,5,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36.0,1467,11,1,92,3,3,9738.0,22952.0,0,14,80,10,6,9,7,2,8,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
36.0,922,3,1,39,3,1,2835.0,2561.0,5,22,80,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43.0,394,26,1,92,3,4,16959.0,19494.0,1,12,80,25,3,25,12,4,12,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
30.0,1312,23,1,96,1,1,2613.0,22310.0,1,25,80,10,2,10,7,0,9,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,750,22,1,95,3,2,6146.0,15480.0,0,13,80,8,2,7,7,0,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
56.0,441,14,1,72,3,1,4963.0,4510.0,9,18,80,7,2,5,4,4,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
51.0,684,6,1,51,3,5,19537.0,6462.0,7,13,80,23,5,20,15,14,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,249,6,1,76,1,2,6172.0,20739.0,4,18,80,12,3,7,7,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
26.0,841,6,1,46,2,1,2368.0,23300.0,1,19,80,5,3,5,4,4,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
58.0,147,23,1,94,3,3,10312.0,3465.0,1,12,80,35,3,31,10,14,6,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19.0,528,22,1,50,3,1,1675.0,26704.24,1,19,80,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
22.0,594,2,1,100,3,1,2523.0,19299.0,0,14,80,3,2,2,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
49.0,470,20,1,96,3,2,6567.0,5549.0,1,14,80,16,2,15,11,5,11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
43.0,957,28,1,72,4,1,4739.0,16090.0,4,12,80,18,2,3,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
50.0,809,12,1,77,3,3,9208.0,6645.0,4,11,80,16,3,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31.0,542,20,1,71,1,2,4559.0,24788.0,3,11,80,4,2,2,2,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
41.0,802,9,1,96,3,3,8189.0,21196.0,3,13,80,12,2,9,7,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,1355,25,1,61,3,1,2942.0,8916.0,1,23,80,8,3,8,7,5,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36.0,216,6,1,84,3,2,4941.0,2819.0,6,20,80,7,0,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.0,1150,8,1,53,1,3,10650.0,25150.0,2,15,80,18,2,4,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
39.0,1329,4,1,47,2,2,5902.0,14590.0,4,14,80,17,1,15,11,5,9,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25.0,959,28,1,41,2,2,8639.0,24835.0,2,18,80,6,3,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,1240,9,1,48,3,2,6347.0,13982.0,0,19,80,12,2,11,9,4,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
32.0,1033,9,1,41,3,1,4200.0,10224.0,7,22,80,10,2,5,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
45.0,1316,29,1,83,3,1,3452.0,9752.0,5,13,80,9,2,6,5,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38.0,364,3,1,32,3,2,4317.0,2325.07,3,20,80,19,2,3,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
30.0,438,18,1,75,3,1,2632.0,23910.0,1,14,80,5,4,5,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32.0,689,9,1,35,1,2,4668.0,22812.0,0,17,80,9,2,8,7,0,7,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,201,5,1,84,3,1,3204.0,10415.0,5,14,80,8,3,3,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30.0,1427,2,1,35,2,1,2720.0,11162.0,0,13,80,6,3,5,3,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41.0,857,10,1,91,2,4,17181.0,12888.0,4,13,80,21,2,7,6,7,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41.0,933,9,1,94,3,1,2238.0,6961.0,2,21,80,7,2,5,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19.0,1181,3,1,79,3,1,1483.0,16102.0,1,14,80,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40.0,1395,26,1,54,3,2,5605.0,8504.0,1,11,80,20,2,20,7,2,13,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35.0,662,1,1,94,3,3,7295.0,11439.0,1,13,80,10,3,10,8,0,6,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53.0,1436,6,1,34,3,2,2306.0,16047.0,2,20,80,13,3,7,7,4,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
45.0,194,9,1,60,3,2,2348.0,10901.0,8,18,80,20,2,17,9,0,14,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32.0,967,8,1,43,3,3,8998.0,15589.0,1,14,80,9,2,9,8,3,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,1485,1,1,41,3,2,4319.0,26283.0,1,13,80,10,1,10,7,0,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
51.0,1169,7,1,34,2,2,6132.0,13983.0,2,17,80,10,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58.0,1145,9,1,75,2,1,3346.0,11873.0,4,20,80,9,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
40.0,630,4,1,67,2,3,10855.0,8552.0,7,11,80,15,2,12,11,2,11,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34.0,303,2,1,75,3,1,2231.0,11314.0,6,18,80,6,3,4,3,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22.0,1256,19,1,80,3,1,2323.0,11992.0,1,24,80,2,6,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27.0,691,9,1,57,3,1,2024.0,5970.0,6,18,80,6,1,2,2,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28.0,440,21,1,42,3,1,2713.0,6672.0,1,11,80,5,2,5,2,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57.0,334,24,1,83,4,3,9439.0,23402.0,3,16,80,12,2,5,3,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27.0,1450,3,1,79,2,1,2566.0,25326.0,1,15,80,1,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50.0,1452,11,1,53,3,5,19626.31,17053.0,3,15,80,21,5,5,4,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41.0,465,14,1,56,3,1,2451.0,4609.0,4,12,80,13,2,9,8,1,8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,1339,5,1,41,3,3,9419.0,8053.0,2,12,80,12,2,10,9,7,4,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38.0,702,1,1,59,2,2,8686.0,12930.0,4,22,80,12,2,8,3,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32.0,120,6,1,43,3,1,3038.0,12430.0,3,20,80,8,2,5,4,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27.0,1157,17,1,51,3,1,3058.0,13364.0,0,16,80,6,3,5,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
19.0,602,1,1,100,1,1,2325.0,20989.0,0,21,80,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
36.0,1480,3,1,30,3,1,2088.0,15062.0,4,12,80,13,3,8,7,7,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,117,9,1,66,3,2,3072.0,11012.0,1,11,80,12,4,12,9,6,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45.0,1268,4,1,30,3,2,5006.0,6319.0,4,11,80,9,3,5,4,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56.0,713,8,1,67,3,1,4257.0,13939.0,4,18,80,19,3,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33.0,134,2,1,90,3,1,2500.0,10515.0,0,14,80,4,2,3,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19.0,303,2,1,47,2,1,1382.46,9241.0,1,22,80,1,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
46.0,526,1,1,92,3,3,10453.0,2325.07,1,25,80,24,2,24,13,14,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.0,1380,9,1,75,3,1,2288.0,6319.0,1,12,80,2,3,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,140,12,1,95,3,1,3929.0,6984.0,8,23,80,7,0,4,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
34.0,629,27,1,95,3,1,2311.0,5711.0,2,15,80,9,3,3,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41.0,1356,20,1,70,3,1,3140.0,21728.0,1,22,80,4,5,4,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
50.0,328,1,1,86,2,1,3690.0,3425.0,2,15,80,5,2,3,2,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53.0,1084,13,1,57,4,2,4450.0,26250.0,1,11,80,5,3,4,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.0,931,14,1,72,3,1,2756.0,4673.0,1,13,80,8,5,8,7,1,6,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40.0,989,4,1,46,3,5,19033.0,6499.0,1,14,80,21,2,20,8,9,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55.0,692,14,1,61,4,5,18722.0,13339.0,8,11,80,35,3,24,15,2,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34.0,1069,2,1,45,2,2,9547.0,14074.0,1,17,80,10,2,10,9,1,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
51.0,313,3,1,98,3,4,13734.0,7192.0,3,18,80,21,6,7,7,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52.0,699,1,1,65,2,5,19626.31,5678.0,0,14,80,34,5,31,15,11,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27.0,894,9,1,99,3,1,2279.0,11781.0,1,16,80,7,2,7,7,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.0,556,23,1,50,2,2,5916.0,15497.0,3,13,80,8,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
43.0,1344,7,1,37,4,1,2089.0,5228.0,4,14,80,7,3,5,4,2,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45.0,1195,2,1,65,2,4,16792.0,20462.0,9,23,80,22,1,20,8,11,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37.0,290,21,1,65,4,1,3564.0,22977.0,1,12,80,8,3,8,7,1,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
35.0,138,2,1,37,3,2,4425.0,15986.0,5,11,80,10,5,6,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42.0,926,21,1,36,3,2,5265.0,16439.0,2,16,80,11,5,5,3,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38.0,1261,2,1,88,3,2,6553.0,7259.0,9,14,80,14,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38.0,1084,29,1,54,3,2,6261.0,4185.0,3,18,80,9,3,7,7,1,7,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
27.0,472,1,1,60,2,2,4298.0,9679.0,5,19,80,6,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
49.0,1002,18,1,92,3,2,6804.0,23793.0,1,15,80,7,0,7,7,1,7,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34.0,878,10,1,43,3,1,3815.0,5972.0,1,17,80,5,4,5,3,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40.0,905,19,1,99,3,2,2741.0,16523.0,8,15,80,15,2,7,2,3,7,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
38.0,1180,29,1,70,3,2,6673.0,11354.0,7,19,80,17,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
29.0,121,27,1,35,3,3,7639.0,24525.0,1,22,80,10,3,10,4,1,9,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
22.0,1136,5,1,60,4,1,2328.0,12392.0,1,16,80,4,2,4,2,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36.0,635,18,1,73,3,1,2153.0,7703.0,1,13,80,8,2,8,1,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40.0,1151,9,1,63,2,2,4876.0,14242.0,9,14,80,5,5,3,2,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46.0,644,1,1,97,3,3,9396.0,12368.0,7,16,80,17,3,4,2,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,1045,4,1,32,1,3,10400.0,25812.0,1,11,80,14,2,14,8,9,8,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30.0,829,1,1,88,2,3,8474.0,20925.0,1,22,80,12,2,11,8,5,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27.0,1242,20,1,90,3,2,9981.0,12916.0,1,14,80,7,2,7,7,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
51.0,1469,8,1,81,2,3,12490.0,15736.0,5,16,80,16,5,10,9,4,7,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30.0,1005,3,1,88,3,1,2657.0,8556.0,5,11,80,8,5,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
41.0,896,6,1,75,3,3,13591.0,14674.0,3,18,80,16,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
30.0,334,26,1,52,2,2,6696.0,22967.0,5,15,80,9,5,6,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
29.0,992,1,1,85,3,1,2058.0,19757.0,0,14,80,7,1,6,2,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
45.0,1052,6,1,57,2,3,8865.0,16840.0,6,12,80,23,2,19,7,12,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
54.0,1147,3,1,52,3,2,5940.0,17011.0,2,14,80,16,4,6,2,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
36.0,1396,5,1,62,3,2,5914.0,9945.0,8,16,80,16,3,13,11,3,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
